Time (UTC),06/04/26,06/05/26,06/06/26,06/07/26
00:00,,0.0,1.0,0.2
00:30,,0.0,0.0,0.0
01:00,,0.0,0.0,0.0
01:30,,0.2,0.0,0.0
02:00,,0.2,0.4,0.0
02:30,,0.2,0.0,0.0
03:00,,0.0,0.0,0.0
03:30,,0.0,0.0,0.0
04:00,,0.0,0.0,0.0
04:30,,3377.2,1008.2,1946.0
05:00,,4668.4,4067.0,4877.0
05:30,,1802.2,180.4,465.2
06:00,,364.8,1.8,0.0
06:30,,10.2,7.8,8.0
07:00,,13.4,0.0,0.0
07:30,,0.0,0.0,0.0
08:00,,0.0,0.0,0.0
08:30,,0.0,0.0,0.0
09:00,,28.6,0.0,0.0
09:30,,0.0,0.0,0.0
10:00,,0.0,0.0,0.0
10:30,,0.0,0.0,0.0
11:00,,0.0,0.0,0.0
11:30,,2.4,4.4,0.0
12:00,,0.4,3.4,0.0
12:30,,0.0,0.0,0.0
13:00,,0.0,0.6,0.0
13:30,,0.0,0.4,0.0
14:00,,0.0,0.2,0.0
14:30,,0.0,0.0,0.0
15:00,,0.0,0.0,0.0
15:30,,0.0,0.0,0.2
16:00,,0.0,0.0,0.0
16:30,,0.2,0.0,0.0
17:00,,0.0,0.2,0.0
17:30,,0.0,0.0,0.0
18:00,,0.0,0.0,0.0
18:30,,0.2,0.4,0.0
19:00,,0.0,0.0,0.0
19:30,,0.2,0.0,0.0
20:00,,0.0,1.0,
20:30,,0.0,1.2,
21:00,,0.0,0.0,
21:30,,0.0,0.0,
22:00,0.0,0.2,0.0,
22:30,0.0,0.0,0.0,
23:00,0.0,0.0,0.0,
23:30,0.0,0.0,0.0,
