Time (UTC),08/17/26,08/18/26,08/19/26,08/20/26,08/21/26,08/22/26,08/23/26,08/24/26,08/25/26
00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:30,,0.0,0.0,0.5555555555555556,1.111111111111111,2.2222222222222223,2.2222222222222223,3.888888888888889,3.3333333333333335
04:00,,0.5555555555555556,2.7777777777777772,0.5555555555555556,2.2222222222222223,9.444444444444443,0.0,0.5555555555555556,1.111111111111111
04:30,,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,1.111111111111111,1.111111111111111
05:00,,0.5555555555555556,1.6666666666666667,0.0,0.0,2.7777777777777772,0.5555555555555556,0.0,3.3333333333333335
05:30,,2.2222222222222223,2.2222222222222223,0.0,2.2222222222222223,1.111111111111111,16.11111111111111,3.3333333333333335,2.2222222222222223
06:00,,0.0,1.111111111111111,0.0,0.5555555555555556,16.666666666666668,22.777777777777775,2.2222222222222223,1.111111111111111
06:30,,0.0,1.6666666666666667,1.111111111111111,2.2222222222222223,15.555555555555552,20.0,0.0,0.0
07:00,,0.5555555555555556,0.0,0.0,1.6666666666666667,15.555555555555552,11.111111111111109,0.5555555555555556,0.0
07:30,,0.5555555555555556,1.6666666666666667,1.6666666666666667,0.5555555555555556,40.0,35.0,0.5555555555555556,0.0
08:00,,0.5555555555555556,0.0,0.0,0.0,7.222222222222222,37.22222222222223,1.111111111111111,1.6666666666666667
08:30,,0.0,8.88888888888889,1.111111111111111,2.2222222222222223,2.7777777777777772,34.44444444444445,0.0,0.5555555555555556
09:00,,0.0,5.5555555555555545,1.111111111111111,0.0,0.0,13.888888888888891,0.0,0.0
09:30,,1.6666666666666667,0.5555555555555556,0.0,0.0,0.0,13.333333333333334,0.0,0.0
10:00,,0.5555555555555556,0.0,0.5555555555555556,0.0,0.0,33.333333333333336,0.0,0.0
10:30,,0.0,0.0,0.0,0.5555555555555556,1.6666666666666667,7.777777777777776,1.6666666666666667,0.0
11:00,,0.0,0.0,0.0,0.0,2.2222222222222223,1.6666666666666667,0.0,0.0
11:30,,0.0,0.0,1.6666666666666667,0.5555555555555556,1.6666666666666667,5.0,0.0,0.0
12:00,,0.0,0.5555555555555556,0.0,0.5555555555555556,3.3333333333333335,2.7777777777777772,1.111111111111111,0.5555555555555556
12:30,,0.0,0.0,0.5555555555555556,0.0,0.0,4.444444444444445,0.0,0.0
13:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
