Time (UTC),01/16/26,01/17/26,01/18/26,01/19/26,01/20/26,01/21/26,01/22/26
00:00,,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667
00:30,,0.0,0.0,0.0,0.0,0.0,0.06666666666666667
01:00,,0.0,0.0,0.0,0.0,0.13333333333333333,0.0
01:30,,57.666666666666664,26.46666666666667,6.0,0.26666666666666666,0.0,0.0
02:00,,63.46666666666667,14.066666666666668,84.6,12.666666666666666,7.466666666666666,0.06666666666666667
02:30,,58.6,0.0,102.0,13.4,0.0,0.0
03:00,,6.866666666666667,0.06666666666666667,109.66666666666667,0.0,0.0,0.0
03:30,,0.0,0.0,0.0,0.0,0.0,0.0
04:00,,0.0,0.0,0.06666666666666667,12.066666666666668,0.0,0.0
04:30,,0.0,0.0,0.0,0.0,1.6666666666666667,0.0
05:00,,0.0,0.0,0.0,0.0,0.0,0.0
05:30,,0.0,0.0,0.0,0.0,0.0,0.0
06:00,,0.0,0.0,0.0,0.0,0.0,0.0
06:30,,0.0,0.0,0.0,0.0,0.0,0.0
07:00,,0.0,0.13333333333333333,0.0,0.0,0.0,0.0
07:30,,2.8666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0
08:00,,0.06666666666666667,4.733333333333333,0.0,0.0,0.0,0.0
08:30,,8.533333333333333,0.0,0.0,0.0,0.0,0.0
09:00,,1.0,0.0,0.06666666666666667,0.0,0.0,0.0
09:30,,0.0,0.0,0.0,0.0,0.0,0.0
10:00,,0.0,0.0,0.0,0.0,0.0,0.0
10:30,,0.0,0.0,0.0,0.0,0.0,0.0
11:00,,0.0,0.0,0.0,0.0,0.0,
11:30,,0.0,0.0,0.0,0.0,0.0,
12:00,,0.0,0.0,0.0,0.0,0.0,
12:30,,0.0,0.0,0.0,0.0,0.0,
13:00,,0.0,0.0,0.0,0.0,0.0,
13:30,,0.0,0.0,0.0,0.0,0.0,
14:00,,0.0,0.0,0.0,0.0,0.0,
14:30,,0.0,0.0,0.0,0.0,0.0,
15:00,,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,
15:30,,0.0,0.0,0.0,0.0,0.0,
16:00,,0.0,0.0,0.0,0.0,0.0,
16:30,,0.06666666666666667,0.0,0.0,0.0,0.0,
17:00,,0.0,0.0,0.0,0.0,0.0,
17:30,,0.0,0.0,0.0,0.0,0.0,
18:00,,0.0,0.0,0.0,0.0,0.06666666666666667,
18:30,,0.0,0.0,0.0,0.0,0.0,
19:00,,0.0,0.0,0.06666666666666667,0.0,0.0,
19:30,,0.0,0.0,0.0,0.0,0.3333333333333333,
20:00,,0.0,0.0,0.0,0.0,0.0,
20:30,,0.0,0.0,1.2666666666666666,0.0,0.0,
21:00,,0.0,0.0,0.0,0.0,0.0,
21:30,,0.0,0.0,0.0,0.0,0.0,
22:00,0.3,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,
22:30,0.0,0.0,0.0,0.0,0.0,0.0,
23:00,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,
23:30,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,
