Time (UTC),08/17/26,08/18/26,08/19/26,08/20/26,08/21/26,08/22/26,08/23/26,08/24/26,08/25/26
00:00,,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.5555555555555556,0.0
00:30,,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0
01:00,,0.0,0.0,0.0,0.5555555555555556,0.5555555555555556,0.0,2.2222222222222223,0.0
01:30,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0
02:00,,0.0,0.0,0.5555555555555556,0.0,1.111111111111111,0.0,0.0,0.5555555555555556
02:30,,0.0,0.0,0.0,1.111111111111111,0.0,0.0,0.0,0.5555555555555556
03:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:30,,2.7777777777777772,0.0,1.6666666666666667,0.0,0.0,0.0,6.11111111111111,1.6666666666666667
04:00,,4.444444444444445,0.0,3.3333333333333335,0.5555555555555556,2.7777777777777772,0.0,10.555555555555555,2.7777777777777772
04:30,,2.2222222222222223,3.3333333333333335,3.888888888888889,1.111111111111111,12.777777777777779,6.11111111111111,6.666666666666667,13.333333333333334
05:00,,0.0,4.444444444444445,5.0,15.0,15.555555555555552,13.888888888888891,5.0,3.888888888888889
05:30,,2.2222222222222223,1.111111111111111,8.333333333333334,7.777777777777776,1.111111111111111,2.2222222222222223,2.2222222222222223,4.444444444444445
06:00,,2.2222222222222223,0.0,0.0,2.2222222222222223,5.0,2.7777777777777772,0.0,3.3333333333333335
06:30,,0.5555555555555556,23.88888888888889,7.222222222222222,1.111111111111111,0.5555555555555556,0.0,0.0,1.111111111111111
07:00,,4.444444444444445,57.22222222222222,2.2222222222222223,6.666666666666667,1.6666666666666667,1.6666666666666667,0.0,0.5555555555555556
07:30,,2.7777777777777772,2.2222222222222223,1.6666666666666667,2.7777777777777772,4.444444444444445,0.0,0.0,0.0
08:00,,2.7777777777777772,0.0,6.11111111111111,5.0,2.7777777777777772,0.0,0.0,0.0
08:30,,1.111111111111111,2.2222222222222223,3.888888888888889,1.111111111111111,0.0,0.0,0.5555555555555556,0.0
09:00,,0.5555555555555556,0.5555555555555556,0.0,2.7777777777777772,1.111111111111111,0.0,1.111111111111111,1.6666666666666667
09:30,,3.3333333333333335,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0
10:00,,0.0,0.0,3.888888888888889,1.111111111111111,0.0,0.5555555555555556,0.0,1.111111111111111
10:30,,0.0,0.0,2.2222222222222223,0.0,0.0,0.0,0.0,0.0
11:00,,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,2.2222222222222223
11:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334
12:00,,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0
12:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556
13:30,,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.5555555555555556
14:00,,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.5555555555555556
14:30,,0.0,0.0,0.0,0.0,0.0,1.111111111111111,0.0,1.111111111111111
15:00,,1.6666666666666667,0.0,0.5555555555555556,0.0,1.111111111111111,0.0,0.0,0.0
15:30,,0.0,0.0,0.0,0.0,0.0,1.111111111111111,0.0,1.6666666666666667
16:00,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0
16:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0
17:30,,0.5555555555555556,1.111111111111111,0.5555555555555556,0.0,0.0,0.0,0.0,0.5555555555555556
18:00,,0.0,0.0,0.0,2.2222222222222223,1.111111111111111,0.0,0.0,0.0
18:30,,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.5555555555555556,0.0
19:00,,0.0,0.0,0.0,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0
19:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0
20:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20:30,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22:00,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,
22:30,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
